entity:ID,name,:LABEL,主题分类,实施日期,成文日期,发文字号,废止日期,发布日期,有效性,文件来源
2452,北京市住房和城乡建设委员会关于进一步明确简易低风险工程建设项目施工期间质量安全监督检查工作的通知,文件,城乡建设、环境保护/城乡建设（含住房）,----,2020-02-20,京建发〔2020〕43号,----,2020-02-20,有效,政府公报 年 第期(总第期)
2469,北京市水务局关于完善供排水接入服务意见的函,文件,国土资源、能源/水资源,----,2019-12-12,京水务批函〔2019〕6号,----,2019-12-12,有效,政府公报 年 第期(总第期)
2470,关于印发《关于进一步优化京津口岸营商环境促进跨境贸易便利化若干措施的公告》的通知,文件,商贸、海关、旅游/对外经贸合作,----,2021-02-04,京津联合公告第8号,----,2021-02-10,有效,政府公报 年 第期(总第期)
2484,北京市规划和自然资源委员会关于社会投资简易低风险工程建设项目工程勘察工作的意见,文件,城乡建设、环境保护/城乡建设（含住房）,----,2019-12-11,京规自函〔2019〕2812号,----,2019-12-11,有效,政府公报 年 第期(总第期)
2488,北京海关关于“两步申报”容错机制的公告,文件,商贸、海关、旅游/对外经贸合作,----,2020-02-18,中华人民共和国北京海关公告2020年第8号,----,2020-02-18,有效,政府公报 年 第期(总第期)
2539,北京市生态环境局关于发布《〈建设项目环境影响评价分类管理名录〉北京市实施细化规定(2019年本)》的公告,文件,城乡建设、环境保护/环境监测、保护与治理,2020-01-01,2019-12-06,2019年第28号,----,2019-12-30,有效,政府公报 2019年 第47期(总第635期)
2549,交通运输部关于做好公路养护工程招标投标工作进一步推动优化营商环境政策落实的通知,文件,经济、交通/公路,----,2020-04-29,交公路规〔2020〕4号,----,2020-04-30,有效,政府公报 年 第期(总第期)
2565,关于进一步优化营商环境提升社会保险业务经办便利度有关事项的通知,文件,劳动、人事、监察/社会保障,----,2019-04-24,京社保发〔2019〕5号,----,2019-04-24,有效,政府公报 年 第期(总第期)
2579,北京法院网上立案和微信预约立案工作办法(试行),文件,公安、安全、司法/司法,----,----,----,----,2018-05-15,无效,政府公报 年 第期(总第期)
2582,北京市高级人民法院关于随机分案的规定(试行),文件,公安、安全、司法/司法,----,----,----,----,2019-05-13,有效,政府公报 年 第期(总第期)
2593,北京市危险货物道路运输电子运单使用管理办法(试行),文件,经济、交通/公路,2021-03-01,2021-02-24,京交货运发〔2021〕10号,----,2021-02-24,有效,政府公报 年 第期(总第期)
2609,北京市发展和改革委员会关于进一步做好社会投资简易低风险工程建设项目有关工作的通知,文件,商贸、海关、旅游/其他,----,2020-02-25,京发改〔2020〕238号,----,2020-02-25,有效,政府公报 年 第期(总第期)
2637,北京市开展“证照分离“改革全覆盖试点工作方案,文件,商贸、海关、旅游/其他,----,2020-07-25,京市监发〔2020〕98号,----,2020-08-07,有效,政府公报 年 第期(总第期)
2668,北京市城市管理委员会关于完善北京市电力可靠性赔偿工作的通知,文件,国土资源、能源/电力,----,2018-03-16,京管函〔2018〕94号,----,2018-03-18,有效,政府公报 2018年 第11期(总第551期)
2677,北京市规划和自然资源委员会关于完善简易低风险工程建设项目全过程服务监督工作的补充通知,文件,土地住房,----,2019-11-28,----,----,2019-11-29,有效,政府公报 年 第期(总第期)
2687,北京海关决定扩大高级认证企业申请免除担保试点范围,文件,商贸、海关、旅游/对外经贸合作,----,2020-02-14,中华人民共和国北京海关公告2020年第7号,----,2020-02-14,有效,政府公报 年 第期(总第期)
2688,北京市交通委员会关于印发《北京市公路工程招标投标活动投诉处理管理办法(试行)》的通知,文件,经济、交通/公路,2020-01-22,2020-01-22,京交公建发〔2020〕1号,----,2020-01-22,有效,政府公报 年 第期(总第期)
2745,北京市市场监督管理局 国家税务总局北京市税务局 北京市公安局 北京市人力资源和社会保障局 中国人民银行营业管理部 北京住房公积金管理中心关于深化营商环境改革推进全程网上办理提高企业开办效率的通知,文件,综合政务/电子政务,----,2019-02-02,京市监发〔2019〕4号,----,2019-02-13,有效,政府公报 年 第期(总第期)
2747,北京市科学技术奖励办法,文件,科技教育/科技,2019-08-18,2019-07-18,政府令〔2019〕287号,----,2019-08-12,有效,政府公报 2019年 第32期(总第620期)
2777,北京市城市管理委员会等部门关于进一步优化营商环境 免除企业低压电力接入占掘路行政审批的通知,文件,国土资源、能源/电力,2020-02-21,2020-02-21,京管发〔2020〕2号,----,2020-02-21,有效,政府公报 年 第期(总第期)
2816,北京市交通委员会 北京市公安局公安交通管理局关于简化公路养护工程开工条件的通知,文件,经济、交通/公路,----,2020-01-23,京交行发〔2020〕1号,----,2020-02-10,有效,政府公报 年 第期(总第期)
2820,天津市港航管理局关于公开升级版天津港集装箱货物生产作业时限标准的通知,文件,商贸、海关、旅游/其他,2020-03-12,2020-03-12,----,----,2020-03-12,有效,政府公报 年 第期(总第期)
2828,国网北京市电力公司关于进一步提升小微企业获得电力营商环境的通知,文件,国土资源、能源/电力,----,2020-02-24,京电营〔2020〕7号,----,2020-02-24,有效,政府公报 年 第期(总第期)
2899,北京市规划和自然资源委员会关于推进不动产登记“24小时自助服务专区”的通知,文件,城乡建设、环境保护/其他,----,2021-03-29,京规自发〔2021〕90号,----,2021-03-29,有效,政府公报 年 第期(总第期)
2905,北京市高级人民法院 北京市市场监督管理局关于推进企业等市场主体法律文书送达地址承诺确认工作的实施意见(试行),文件,公安、安全、司法/司法,2020-04-10,----,----,----,2020-04-08,有效,政府公报 年 第期(总第期)
2932,关于应对新冠肺炎疫情影响促进高校毕业生就业工作的若干措施,文件,劳动、人事、监察/劳动就业,----,2020-07-02,京人社毕发〔2020〕5号,----,2020-07-03,有效,政府公报 2020年 第27期(总第663期)
2940,北京市人民政府办公厅关于印发《北京市进一步优化营商环境更好服务市场主体实施方案》的通知,文件,国民经济、国有资产监管/其他,----,2020-12-30,京政办发〔2020〕26号,----,2021-01-28,有效,政府公报 2021年 第6期(总第690期)
2947,北京市城市管理委员会关于印发《北京电网供电可靠性管制工作细则(试行)》的通知,文件,国土资源、能源/电力,----,2020-02-21,京管发〔2020〕3号,----,2020-02-25,有效,政府公报 年 第期(总第期)
2983,北京市高级人民法院印发《北京市高级人民法院关于提高执行工作质效 为优化首都营商环境提供司法保障的意见(试行)》的通知,文件,公安、安全、司法/司法,2020-03-12,2020-03-11,京高法发〔2020〕101号,----,2020-03-12,有效,政府公报 年 第期(总第期)
3006,北京市住房和城乡建设委员会 北京市市场监督管理局 北京市规划和自然资源委员会关于进一步优化社会投资简易低风险工程建设项目竣工联合验收工作的通知,文件,城乡建设、环境保护/城乡建设（含住房）,2020-03-26,2020-03-26,京建发〔2020〕80号,----,2020-03-26,有效,政府公报 2020年 第23期(总第659期)
3017,关于天津港口支持企业克服疫情影响实现复工复产若干措施的通知,文件,综合政务/应急管理,----,2020-03-19,津新冠防指〔2020〕149号,----,2020-03-19,有效,政府公报 年 第期(总第期)
3018,国家税务总局北京市税务局关于个人所得税综合所得汇算清缴邮寄纳税申报的通告,文件,财政、金融、审计/税务,----,2020-04-09,2020年第5号,----,2020-04-10,----,政府公报 年 第期(总第期)
3028,北京市住房和城乡建设委员会关于加强和规范全市建筑工程施工许可审批事中事后监管的通知,文件,城乡建设、环境保护/城乡建设（含住房）,2019-12-09,2019-12-09,京建发〔2019〕435号,----,2019-12-09,有效,政府公报 年 第期(总第期)
3045,北京市城市管理委员会 北京市规划和国土资源管理委员会 北京市住房和城乡建设委员会 北京市园林绿化局 北京市交通委员会路政局 北京市公安局公安交通管理局关于北京市进一步优化电力接入营商环境的意见,文件,国土资源、能源/电力,----,2018-05-07,​京管发〔2018〕54号,----,2018-06-12,有效,政府公报 2018年 第22期(总第562期)
3061,北京市发展和改革委员会关于调整本市一般工商业销售电价有关问题的通知,文件,国民经济、国有资产监管/价格,2019-07-01,2019-05-30,京发改〔2019〕758号,----,2019-05-31,无效,政府公报 2019年 第25期(总第613期)
3074,北京市高级人民法院关于商事案件信息公开的规定,文件,公安、安全、司法/司法,----,----,----,----,2019-05-13,有效,政府公报 年 第期(总第期)
3077,国家税务总局北京市税务局关于推行增值税电子发票公共服务平台[优化版]的通告,文件,财政、金融、审计/税务,2020-03-16,2020-03-17,通告2020年第4号,----,2020-03-17,有效,政府公报 年 第期(总第期)
3091,关于开展个人存量商品房交易登记通过互联网办理有关事项的通知,文件,城乡建设、环境保护/城乡建设（含住房）,2021-01-04,2021-01-04,京规自发〔2021〕1号,----,2021-01-04,有效,政府公报 年 第期(总第期)
3092,北京市人力资源和社会保障局 北京市财政局 国家税务总局北京市税务局关于阶段性降低本市工伤保险费率的通告,文件,劳动、人事、监察/社会保障,2020-05-01,2020-06-02,京人社发〔2020〕4号,2021-04-30,2020-06-03,有效,政府公报 2020年 第27期(总第663期)
3103,关于在控制性详细规划编制阶段推进区域环境评估有关工作的通知,文件,城乡建设、环境保护/环境监测、保护与治理,----,2020-12-22,----,----,2021-01-11,有效,政府公报 年 第期(总第期)
3105,北京市发展和改革委员会转发国家发展改革委关于延长阶段性降低企业用电成本政策文件的通知,文件,国民经济、国有资产监管/价格,2020-07-01,2020-06-29,京发改〔2020〕942号,2020-12-31,2020-06-30,有效,政府公报 年 第期(总第期)
3129,北京市房屋建筑和市政基础设施工程竣工联合验收管理暂行办法,文件,城乡建设、环境保护/城乡建设（含住房）,2020-12-30,2020-11-18,京建法〔2020〕10号,----,2020-11-30,有效,政府公报 2021年 第5期(总第689期)
3154,北京市交通委员会关于持续优化公路养护工程领域营商环境的通知,文件,经济、交通/公路,----,2021-03-18,----,----,2021-03-31,有效,政府公报 年 第期(总第期)
3169,外商投资准入特别管理措施(负面清单)(2020年版),文件,商贸、海关、旅游/对外经贸合作,2020-07-23,2020-06-23,国家发展改革委 商务部令第32号,----,2020-06-24,有效,政府公报 年 第期(总第期)
3204,商务部办公厅 海关总署办公厅关于二手车出口许可证申领无纸化作业有关事项的通知,文件,商贸、海关、旅游/对外经贸合作,2019-09-09,2019-08-30,商办贸函〔2019〕297号,----,2020-04-20,有效,政府公报 年 第期(总第期)
3209,北京市规划和自然资源委员会关于完善简易低风险工程建设项目规划许可审批服务工作的意见,文件,城乡建设、环境保护/城乡建设（含住房）,----,2019-11-30,京规自函〔2019〕2696号,----,2019-11-30,有效,政府公报 年 第期(总第期)
3210,北京市市场监督管理局 国家税务总局北京市税务局 北京市人力资源和社会保障局 北京住房公积金管理中心关于进一步优化办事流程推行“零接触”全程网上办理服务的通知,文件,综合政务/其他,----,2020-03-31,京市监发〔2020〕37号,----,2020-04-20,有效,政府公报 年 第期(总第期)
3230,关于深入推进企业开办便利化深化企业开办一网通办的通知,文件,财政、金融、审计/税务,----,2021-04-16,京市监发〔2021〕23号,----,2021-04-16,有效,政府公报 年 第期(总第期)
3274,国家税务总局北京市税务局关于实行综合申报的公告,文件,财政、金融、审计/税务,2020-10-01,2020-09-09,2020年第7号,----,2020-09-14,有效,政府公报 2020年 第42期(总第678期)
3287,北京市住房和城乡建设委员会 北京市人才工作领导小组办公室 北京市发展和改革委员会 北京市财政局 北京市人力资源和社会保障局 北京市规划和国土资源管理委员会关于优化住房支持政策服务保障人才发展的意见,文件,城乡建设、环境保护/城乡建设（含住房）,2018-07-17,2018-07-17,京建法〔2018〕13号,----,2018-07-17,有效,政府公报 2018年 第32期(总第572期)
3314,北京市规划和自然资源委员会 国家税务总局北京市税务局关于扩大不动产登记领域综合窗口服务类型的通知,文件,商贸、海关、旅游/其他,----,2021-03-29,京规自发〔2021〕101号,----,2021-04-07,有效,政府公报 年 第期(总第期)
3325,北京市小微企业信用担保代偿补偿资金管理实施细则,文件,财政、金融、审计/财政,2020-11-23,2020-11-04,京财经建〔2020〕2288号,----,2020-11-23,有效,政府公报 年 第期(总第期)
3335,国家税务总局北京市税务局关于纳税人强制清算期间若干征管事项的通知,文件,财政、金融、审计/税务,2020-04-30,2020-04-30,京税函〔2020〕48号,----,2020-04-30,有效,政府公报 年 第期(总第期)
3337,国家税务总局关于实施进一步支持和服务民营经济发展若干措施的通知,文件,财政、金融、审计/税务,----,2018-11-16,税总发〔2018〕174号,----,2018-11-20,有效,政府公报 年 第期(总第期)
3382,北京市发展和改革委员会等部门关于印发《北京市公共资源交易担保金融服务管理办法(试行)》的通知,文件,财政、金融、审计/其他,2020-02-27,2020-02-27,京发改规〔2020〕1号,----,2020-02-27,有效,政府公报 2020年 第24期(总第660期)
3387,北京市高级人民法院 中国人民银行营业管理部 中国银行保险监督管理委员会北京监管局关于破产管理人办理人民币银行结算账户及征信相关业务的联合通知,文件,财政、金融、审计/银行,2020-04-07,2020-04-07,京高法发〔2020〕146号,----,2020-04-07,有效,政府公报 年 第期(总第期)
3419,北京市城市管理委员会关于修订《北京电网供电可靠性管制工作细则(试行)》的通知,文件,国土资源、能源/电力,----,2020-04-09,京管发〔2020〕10号,----,2020-04-09,有效,政府公报 年 第期(总第期)
3442,北京市市场监督管理局 国家税务总局北京市税务局 北京市公安局 北京市人力资源和社会保障局 中国人民银行营业管理部 北京住房公积金管理中心关于提高企业开办效率的通告,文件,商贸、海关、旅游/其他,2019-03-20,2019-04-03,通告〔2019〕10号,----,2019-04-03,有效,政府公报 年 第期(总第期)
3446,最高人民法院关于人民法院通过互联网公开审判流程信息的规定,文件,公安、安全、司法/司法,2018-09-01,2018-03-04,法释〔2018〕7号,----,2018-03-21,有效,政府公报 年 第期(总第期)
3480,北京市金融工作局 中国人民银行营业管理部 中国银行业监督管理委员会北京监管局关于印发《关于进一步优化金融信贷营商环境的意见》的通知,文件,财政、金融、审计/银行,2018-03-15,2018-03-14,京金融〔2018〕52号,----,2018-03-15,有效,政府公报 2018年 第11期(总第551期)
3485,北京市规划和自然资源委员会 国家税务总局北京市税务局关于企业间存量非住宅房屋交易登记全程网办的通知,文件,财政、金融、审计/税务,----,2020-03-02,京规自发〔2020〕59号,----,2020-03-04,有效,政府公报 年 第期(总第期)
3494,北京市高级人民法院关于进一步推进网上立案工作的通知,文件,公安、安全、司法/司法,2020-03-09,2020-03-09,京高法发〔2020〕96号,----,2020-03-09,有效,政府公报 年 第期(总第期)
3508,北京市规划和自然资源委员会等部门关于印发《关于完善简易低风险工程建设项目审批服务的意见》的通知,文件,城乡建设、环境保护/城乡建设（含住房）,----,2019-12-04,京规自发〔2019〕439号,----,2019-12-06,有效,政府公报 年 第期(总第期)
3519,关于启动开展2020年度北京市专业技术资格评价工作的通知,文件,劳动、人事、监察/人事工作,----,2020-07-21,京人社事业字〔2020〕84号,----,2020-07-21,有效,政府公报 年 第期(总第期)
3552,民事案件繁简分流和诉调对接工作流程管理规定(试行),文件,公安、安全、司法/司法,2018-04-12,2018-04-12,----,----,2018-04-12,有效,政府公报 年 第期(总第期)
3609,北京市第一中级人民法院关于印发《北京破产法庭破产重整案件办理规范(试行)》的通知,文件,公安、安全、司法/司法,2019-12-30,2019-12-30,京一中法发〔2019〕437号,----,2019-12-30,有效,政府公报 年 第期(总第期)
3623,北京市市场监督管理局关于在我市部分区开展市场主体登记告知承诺制度试点的通知,文件,市场监管、安全生产监管/其他,2020-02-15,2020-02-12,京市监函〔2020〕24号,----,2020-02-13,有效,政府公报 年 第期(总第期)
3624,北京市财政局 北京市国家税务局 北京市地方税务局 北京市人力资源和社会保障局 北京住房公积金管理中心关于印发进一步提升纳税等便利度优化营商环境工作措施的通知,文件,财政、金融、审计/税务,----,2018-03-14,京财税〔2018〕567号,----,2018-03-18,有效,政府公报 2018年 第11期(总第551期)
3652,自由贸易试验区外商投资准入特别管理措施(负面清单)(2020年版),文件,商贸、海关、旅游/对外经贸合作,2020-07-23,2020-06-23,国家发展改革委 商务部令第33号,----,2020-06-24,有效,政府公报 年 第期(总第期)
3697,北京住房公积金管理中心关于启用新版合同单据及进一步精简贷款办事材料有关事项的通知,文件,财政、金融、审计/银行,2020-07-01,2020-06-30,京房公积金发〔2020〕36号,----,2020-06-30,有效,政府公报 年 第期(总第期)
3732,北京市科学技术委员会 北京市人力资源和社会保障局 北京市市场监督管理局 中关村科技园区管理委员会 北京天竺综合保税区管理委员会 北京市大兴区人民政府印发《关于持永久居留身份证外籍人才创办科技型企业的试行办法》的通知,文件,商贸、海关、旅游/其他,2020-06-01,2020-05-28,京科发〔2020〕6号,2023-05-31,2020-06-03,有效,政府公报 2020年 第31期(总第667期)
3739,北京市规划和自然资源委员会关于社会投资简易低风险工程建设项目工程勘察工作补充意见的函,文件,城乡建设、环境保护/其他,----,2020-02-20,京规自函〔2020〕301号,----,2020-02-20,有效,政府公报 年 第期(总第期)
